sub_num,case_nm,d_sh_close,d_sh_mid,d_sh_far,d_sh_high
9,AB,0.0030371,0.069398,0.023771,0.060517
9,AB,-0.0016247,0.075615,0.023892,0.077867
9,AB,0.0084923,0.08179,0.038288,0.061297
9,AB,0.0029924,0.077137,0.055668,0.061851
9,AB,-0.0074692,0.063818,0.0469,0.068376
9,AB,0.0017755,0.07063,0.041343,0.07926
9,AB,-0.0053126,0.087507,0.046447,0.051773
9,AB,0.0097717,0.091014,0.054635,0.068957
9,AB,0.0035825,0.085684,0.046057,0.061542
9,EP,-0.027235,0.01074,0.0071033,0.035665
9,EP,0.0055337,0.031777,0.0091803,0.031376
9,EP,0.028165,0.058886,0.040941,0.042826
9,EP,0.0042775,0.03056,0.034247,0.014365
9,EP,0.022979,0.0051434,0.0090178,0.060633
9,EP,0.010808,0.073703,0.039128,0.042513
9,EP,0.01602,0.029592,0.0054159,-0.0080941
9,EP,0.023105,0.042186,-0.0017803,0.036228
9,EP,0.011844,0.03372,-0.0022073,-0.012229
9,EP,0.0033871,0.012831,0.0054059,0.056304
9,TS,0.024737,0.046846,0.00062413,0.052296
9,TS,0.005036,0.028808,0.014128,0.033863
9,TS,-0.0005453,0.01448,-0.0052398,0.037684
9,TS,0.011394,0.050142,-0.018883,0.041907
9,TS,0.016957,0.00082123,0.025409,0.059008
9,TS,-0.035527,0.015093,0.0055549,0.027873
9,TS,-0.0065723,0.014515,0.02265,0.054812
9,TS,-0.022635,0.034953,0.021025,0.031625
9,TS,-0.030137,0.021448,0.024803,0.038444
9,TS,0.024597,-0.0078749,-0.019131,0.016951
9,JS,0.050649,0.050902,0.024966,0.018574
9,JS,-0.0094732,0.015574,0.011158,0.028024
9,JS,0.04452,0.041906,0.0003009,0.030193
9,JS,0.044363,0.026467,-0.025093,0.039723
9,JS,0.028048,0.0023491,0.016685,0.026087
9,JS,0.055754,0.02431,0.010212,0.019356
9,JS,0.027773,0.036905,0.028479,0.031155
9,JS,0.010012,0.048053,0.011589,0.012107
9,JS,0.01505,0.032579,0.02857,0.019258
9,JS,0.02733,-0.0025013,0.014474,0.032995
10,AB,0.018248,0.081004,0.10058,0.067359
10,AB,0.02136,0.080657,0.12555,0.073695
10,AB,0.010166,0.096163,0.10265,0.046171
10,AB,0.0043958,0.099594,0.10487,0.083353
10,AB,0.0089459,0.087972,0.10153,0.077757
10,AB,0.016353,0.08863,0.093589,0.081978
10,AB,0.013469,0.077881,0.086943,0.059455
10,AB,0.021673,0.099532,0.097952,0.052731
10,AB,0.018855,0.09676,0.11566,0.062705
10,AB,-0.013375,0.10482,0.11365,0.060504
10,EP,-0.01456,0.034302,0.053761,0.051662
10,EP,0.0036463,0.061076,0.04135,0.058049
10,EP,-0.012796,0.053217,0.051817,0.05634
10,EP,-0.019257,0.055838,0.075081,0.05236
10,EP,-0.0089361,0.072453,0.093544,0.041327
10,EP,-0.0038265,0.08477,0.068359,0.04606
10,EP,-0.0046967,0.07973,0.091191,0.055378
10,EP,-0.0045866,0.098269,0.10783,0.056693
10,EP,0.00055856,0.067476,0.049966,0.040369
10,EP,-0.01681,0.071758,0.057726,0.034784
10,TS,-0.022883,0.062604,0.08832,0.043251
10,TS,-0.008085,0.051394,0.081034,0.10073
10,TS,-0.013463,0.11502,0.093354,0.0090042
10,TS,-0.0055139,0.1151,0.094247,0.04548
10,TS,-0.0015523,0.11526,0.10535,0.053036
10,TS,-0.017264,0.078113,0.086224,0.046268
10,TS,-0.0042197,0.047323,0.074528,0.055577
10,TS,0.00071161,0.071682,0.10589,0.034075
10,TS,0.00043389,0.036759,0.11986,0.066816
10,TS,0.010856,0.084638,0.072729,0.066978
10,JS,0.0053477,0.077264,0.11282,0.051882
10,JS,-0.0044202,0.04741,0.063961,0.048997
10,JS,-0.019072,0.055409,0.054166,0.059285
10,JS,-0.03005,0.052896,0.076441,0.066747
10,JS,-0.016017,0.062169,0.064535,0.054837
10,JS,-0.013502,0.034594,0.047696,0.05595
10,JS,-0.0254,0.043538,0.079741,0.058528
10,JS,-0.028567,0.036099,0.07435,0.075497
10,JS,-0.018218,0.09516,0.079844,0.047858
10,JS,-0.015571,0.069095,0.069264,0.064767
11,AB,0.0019268,0.10544,0.10322,0.07871
11,AB,-0.0055484,0.089779,0.10785,0.069766
11,AB,-0.0036564,0.10181,0.10591,0.087248
11,AB,-0.0022173,0.088019,0.10453,0.073086
11,AB,-0.003485,0.078443,0.074119,0.077089
11,AB,0.014892,0.088714,0.10016,0.068707
11,AB,0.00032076,0.11617,0.081423,0.076121
11,AB,0.0027572,0.099407,0.097008,0.048822
11,AB,-0.0025173,0.094476,0.10638,0.069261
11,AB,-0.0033804,0.05522,0.097363,0.064293
11,EP,0.0090996,0.11541,0.069861,0.097456
11,EP,0.032851,0.1204,0.099384,0.076683
11,EP,0.020379,0.1188,0.071535,0.096294
11,EP,0.027074,0.14144,0.094524,0.13995
11,EP,0.051307,0.10763,0.09399,0.092223
11,EP,0.039027,0.1545,0.088897,0.096425
11,EP,0.013572,0.11372,0.12436,0.10345
11,EP,0.012804,0.10735,0.10077,0.095229
11,EP,0.011001,0.11304,0.10004,0.058277
11,EP,0.025405,0.097009,0.076343,0.11768
11,TS,0.047411,0.0026877,0.15594,0.039794
11,TS,0.029573,0.082018,0.12541,0.046481
11,TS,0.0073311,0.03842,0.12196,0.055484
11,TS,0.051602,0.074409,0.12441,0.026103
11,TS,0.018277,0.072378,0.11217,0.043771
11,TS,0.00809,0.052509,0.12474,0.075013
11,TS,0.024614,0.11243,0.081237,0.0098726
11,TS,0.0036472,0.071427,0.12507,0.060442
11,TS,0.02299,0.072132,0.14045,0.045586
11,TS,0.00016364,0.031639,0.10764,0.063065
11,JS,0.010884,0.10146,0.11618,0.090184
11,JS,0.0030994,0.098805,0.11692,0.072935
11,JS,0.021103,0.06446,0.082959,0.061123
11,JS,0.032984,0.13089,0.094022,0.077843
11,JS,0.0053771,0.090833,0.11883,0.085447
11,JS,0.018858,0.10378,0.095313,0.016573
11,JS,-0.0081899,0.10365,0.11745,0.076657
11,JS,0.012449,0.07395,0.10419,0.10024
11,JS,0.015604,0.073414,0.082254,0.0791
11,JS,0.025395,0.082704,0.11778,0.048324
12,AB,0.016273,0.096874,0.10068,0.079627
12,AB,0.0015492,0.095084,0.083692,0.080885
12,AB,0.011961,0.098399,0.091853,0.087018
12,AB,0.013128,0.062591,0.087003,0.078841
12,AB,0.0015583,0.10608,0.092433,0.090218
12,AB,0.0062787,0.086883,0.098745,0.075578
12,AB,0.021205,0.10269,0.089245,0.079572
12,AB,0.0052873,0.083872,0.084323,0.097246
12,AB,0.011085,0.078384,0.08654,0.08202
12,AB,0.019003,0.081081,0.085069,0.086697
12,EP,0.0039377,0.069332,0.05058,0.072665
12,EP,0.01977,0.09773,0.096503,0.096671
12,EP,0.012945,0.090732,0.092196,0.094779
12,EP,0.02393,0.087701,0.10456,0.10703
12,EP,0.0077125,0.078366,0.068212,0.10199
12,EP,0.00115,0.078016,0.069867,0.088436
12,EP,0.0063869,0.077815,0.11511,0.069739
12,EP,0.018963,0.076931,0.10306,0.060371
12,EP,0.014738,0.075055,0.091242,0.036992
12,EP,-0.0026538,0.069841,0.093371,0.079022
12,TS,0.025823,0.094388,0.087754,0.079955
12,TS,0.021476,0.085268,0.088988,0.10305
12,TS,0.02381,0.090567,0.093041,0.102
12,TS,0.013747,0.10164,0.11693,0.1146
12,TS,0.021429,0.099711,0.065104,0.12717
12,TS,0.010937,0.091292,0.10464,0.11404
12,TS,0.022267,0.10051,0.11599,0.10233
12,TS,0.025595,0.09349,0.074035,0.10898
12,TS,0.015829,0.10527,0.066591,0.092791
12,TS,-0.0012104,0.083622,0.08302,0.11413
12,JS,0.027208,0.091791,0.080241,0.092025
12,JS,0.026733,0.11669,0.078028,0.10977
12,JS,0.021891,0.090766,0.077266,0.11177
12,JS,0.021865,0.098639,0.06391,0.11897
12,JS,0.015417,0.091483,0.083891,0.097286
12,JS,0.024087,0.09167,0.067706,0.11481
12,JS,0.024951,0.089686,0.083403,0.10188
12,JS,0.017956,0.10672,0.078416,0.12073
12,JS,0.0075469,0.10413,0.068091,0.10486
12,JS,0.016942,0.08778,0.083204,0.1196
13,AB,0.0011772,0.088211,0.037711,0.076152
13,AB,0.001061,0.078464,0.045862,0.059625
13,AB,-0.0043567,0.092421,0.04154,0.067631
13,AB,0.0013446,0.088423,0.044552,0.090693
13,AB,-0.011105,0.088737,0.04211,0.07847
13,AB,0.0054586,0.085482,0.045833,0.097928
13,AB,-0.001191,0.079479,0.025248,0.071245
13,AB,-0.0025447,0.09208,0.044969,0.062452
13,AB,-0.0021158,0.09062,0.043552,0.075772
13,AB,0.0011259,0.091223,0.041413,0.090196
13,EP,-0.014918,0.07435,0.062798,0.060539
13,EP,-0.005455,0.068999,0.062424,0.053707
13,EP,-0.007603,0.079216,0.050576,0.070248
13,EP,-0.0013552,0.069113,0.047249,0.075633
13,EP,-0.0021295,0.073638,0.064695,0.075992
13,EP,-0.007556,0.083991,0.053091,0.058124
13,EP,0.0025867,0.062612,0.060983,0.058428
13,EP,0.0060026,0.074819,0.049484,0.054037
13,EP,-0.003182,0.06409,0.074738,0.061551
13,EP,0.018138,0.080025,0.059208,0.060129
13,TS,0.0053432,0.053301,0.027049,0.075621
13,TS,0.021027,0.05377,0.013781,0.060425
13,TS,0.028626,0.06101,0.026231,0.078805
13,TS,0.020464,0.062322,0.040287,0.078534
13,TS,0.0049326,0.047156,0.029699,0.068523
13,TS,0.018606,0.042333,0.041488,0.069845
13,TS,0.003091,0.060919,0.018746,0.08474
13,TS,0.0051529,0.063446,0.024143,0.090544
13,TS,0.0067987,0.060142,0.004045,0.079376
13,TS,0.0066865,0.071251,0.026316,0.067201
13,JS,0.023025,0.10197,0.039793,0.083733
13,JS,0.01648,0.085404,0.069888,0.09154
13,JS,0.0042998,0.072428,0.094524,0.073753
13,JS,0.003182,0.092996,0.065762,0.086286
13,JS,0.014955,0.089357,0.068791,0.075733
13,JS,0.015942,0.096289,0.074168,0.062166
13,JS,0.020794,0.093104,0.083485,0.083188
13,JS,0.012265,0.099971,0.071693,0.063599
13,JS,0.018758,0.088278,0.065427,0.085402
13,JS,0.016198,0.1064,0.067968,0.079212
14,AB,0.0039168,0.078149,0.084031,0.040559
14,AB,0.016311,0.069369,0.097587,0.050566
14,AB,0.0085714,0.078936,0.097739,0.046247
14,AB,0.0036133,0.081021,0.075216,0.039666
14,AB,0.0087955,0.082394,0.085767,0.03356
14,AB,0.0027845,0.083418,0.089743,0.060548
14,AB,0.0056419,0.074975,0.076261,0.039535
14,AB,0.0040431,0.090014,0.076446,0.055968
14,AB,0.0071096,0.093828,0.088794,0.048336
14,AB,0.0058158,0.08415,0.074306,0.050648
14,EP,0.027049,0.070024,0.11546,0.052316
14,EP,0.02974,0.050231,0.1074,0.055225
14,EP,0.022423,0.063073,0.082195,0.04237
14,EP,0.022889,0.076237,0.096891,0.046899
14,EP,-0.011635,0.070227,0.092276,0.045806
14,EP,0.012319,0.05298,0.086856,0.0094364
14,EP,-0.0043324,0.068265,0.080088,0.043352
14,EP,0.031934,0.07757,0.067577,0.051141
14,EP,0.019549,0.06149,0.09067,0.050951
14,EP,0.0015043,0.071456,0.071294,0.047975
14,TS,0.028494,0.090824,0.068554,0.051038
14,TS,0.039248,0.079151,0.067996,0.055072
14,TS,0.027417,0.069732,0.082793,0.02556
14,TS,0.037875,0.093447,0.090182,0.040255
14,TS,0.01303,0.067583,0.06913,0.047884
14,TS,0.027474,0.064122,0.066363,0.048553
14,TS,0.0087542,0.059089,0.092136,0.019851
14,TS,0.020939,0.078233,0.081712,0.036064
14,TS,0.0063174,0.081169,0.081242,0.022439
14,TS,-0.0041123,0.090981,0.074956,0.033998
14,JS,0.0020913,0.015982,0.08192,0.062809
14,JS,-0.0020642,0.066853,0.073452,0.073882
14,JS,0.006962,0.074925,0.11122,0.055715
14,JS,0.020581,0.063088,0.094325,0.068862
14,JS,0.0098794,0.073093,0.084225,0.064295
14,JS,0.005736,0.060474,0.069575,0.083143
14,JS,0.011736,0.066341,0.05691,0.061116
14,JS,-0.0037768,0.056762,0.082956,0.076263
14,JS,-0.0069635,0.06957,0.086677,0.072741
14,JS,0.034515,0.080576,0.068985,0.061292
15,AB,0.0076994,0.1122,0.090195,0.088725
15,AB,0.010723,0.091769,0.090571,0.086571
15,AB,0.015802,0.082292,0.08307,0.089193
15,AB,0.010753,0.095773,0.084447,0.096406
15,AB,0.0020065,0.08876,0.09594,0.091134
15,AB,0.0079022,0.11719,0.077376,0.083477
15,AB,0.007047,0.10558,0.078347,0.1004
15,AB,0.0058375,0.080806,0.069363,0.077219
15,AB,0.0078617,0.10456,0.067127,0.084608
15,AB,0.0089787,0.096099,0.085988,0.095243
15,EP,0.064733,0.024291,0.095676,0.075267
15,EP,0.009641,0.091879,0.052615,0.066813
15,EP,0.057731,0.032666,0.052194,0.082527
15,EP,0.0065536,0.10165,0.048433,0.084151
15,EP,0.046528,0.037273,0.047561,0.052483
15,EP,-0.0018492,0.052927,0.074124,0.077195
15,EP,-0.0069596,0.061354,0.057117,0.072996
15,EP,-0.0049614,0.092864,0.036074,0.065286
15,EP,0.0071013,0.082064,0.083836,0.046856
15,EP,0.010743,0.062042,0.061267,0.071035
15,TS,-0.0026556,0.047927,0.027644,0.06785
15,TS,-0.011785,0.034208,0.091228,0.079627
15,TS,-0.021112,0.047756,0.036983,0.067381
15,TS,-0.0028647,0.068015,0.058329,0.060117
15,TS,0.0047865,0.011588,0.072681,0.076044
15,TS,0.0067526,0.0771,0.031848,0.076385
15,TS,0.016391,0.044175,0.007337,0.069216
15,TS,0.010161,0.016214,0.048267,0.074556
15,TS,0.0073691,0.014814,0.061719,0.05538
15,TS,0.012896,0.015995,0.048113,0.078192
15,JS,0.0036064,0.08649,0.090504,0.075948
15,JS,0.0017798,0.042486,0.023521,0.060631
15,JS,0.011134,0.03101,0.045842,0.070591
15,JS,0.061591,0.1096,0.073111,0.051384
15,JS,-0.0017223,0.0074198,0.058215,0.047367
15,JS,-0.01194,0.038698,0.032813,0.071752
15,JS,-0.0066577,0.024384,0.071402,0.053038
15,JS,-0.0066987,0.04396,0.051819,0.077413
15,JS,-0.0053028,0.057129,0.067327,0.077128
15,JS,-0.0098983,-0.0011273,0.04814,0.057653
16,AB,-0.0011985,0.064744,0.071957,0.044285
16,AB,-5.8353e-05,0.080097,0.091955,0.057924
16,AB,0.0047631,0.083891,0.075416,0.037323
16,AB,-0.0017038,0.05326,0.076929,0.032738
16,AB,0.0055127,0.079873,0.083557,0.015095
16,AB,0.0016107,0.080565,0.073273,0.063923
16,AB,-0.0013557,0.088843,0.082958,0.042009
16,AB,0.0016487,0.05364,0.062756,0.029032
16,AB,0.00034689,0.092902,0.07873,0.060935
16,AB,7.4382e-05,0.053302,0.081061,0.055248
16,EP,0.066583,-0.0072473,0.049149,0.036651
16,EP,0.037273,-0.0010773,0.1151,0.027071
16,EP,-0.001755,0.004979,0.04741,0.072545
16,EP,0.030451,0.014338,0.059975,0.075756
16,EP,0.020925,-0.019784,0.06574,0.012704
16,EP,-0.0056433,0.010846,0.080133,0.058137
16,EP,0.055801,-0.0018051,0.065786,0.080012
16,EP,0.050084,0.0096113,-0.015416,0.042732
16,EP,0.036445,0.025434,0.075177,0.063201
16,EP,-0.0049002,0.008376,0.040837,0.028937
16,TS,0.037679,0.01263,0.06646,0.023969
16,TS,0.043155,0.003531,0.05465,0.051955
16,TS,0.070904,0.024867,0.030904,0.02601
16,TS,0.057322,0.037537,0.065769,0.033569
16,TS,0.073579,0.0088017,0.027405,0.017839
16,TS,0.043916,-0.0041582,0.053397,0.019658
16,TS,0.046868,-0.0041692,0.055874,0.055662
16,TS,0.090692,0.038087,0.022636,0.068451
16,TS,0.010018,0.017213,0.029784,0.039279
16,TS,0.013139,0.010379,0.044739,0.085372
16,JS,0.00085619,-0.0028431,0.056564,0.046954
16,JS,0.022984,-0.036217,0.078936,0.043642
16,JS,0.048497,-0.013936,0.01706,0.039084
16,JS,-0.014119,-0.0019294,0.0037209,0.094539
16,JS,-0.035945,0.019482,0.044195,0.041774
16,JS,0.013885,-0.069679,0.0096709,0.024831
16,JS,-0.0087445,0.027249,0.019418,0.031324
16,JS,-0.01664,-0.065935,0.074723,0.017293
16,JS,0.045596,0.034959,0.03032,0.045236
16,JS,0.031544,-0.0064944,0.022385,0.02615
