sub_num,case_nm,s_j_close,s_j_mid,s_j_far,s_j_high
9,AB,-1.7294,-1.6942,-1.7007,-1.5617
9,AB,-1.7124,-1.743,-1.598,-1.6518
9,AB,-1.7029,-1.5885,-1.7165,-1.5366
9,AB,-1.7665,-1.6725,-1.6958,-1.5853
9,AB,-1.6724,-1.8291,-1.6168,-1.6194
9,AB,-1.7354,-1.6058,-1.6362,-1.6409
9,AB,-1.7251,-1.6028,-1.7079,-1.6204
9,EP,-2.4645,-5.0062,-2.3917,-5.248
9,EP,-2.1747,-2.4359,-3.7825,-1.9598
9,EP,-2.0217,-1.8942,-2.7384,-1.9427
9,EP,-2.6979,-3.739,-2.3921,-1.7283
9,EP,-1.8925,-1.8854,-9.7565,-2.5094
9,EP,-2.2295,-1.8488,-1.8908,-2.0908
9,EP,-6.6369,-2.465,-2.8486,-2.0523
9,EP,-2.0764,-1.8859,-5.229,-4.0449
9,EP,-2.2062,-2.4378,-3.8642,-2.342
9,EP,-2.5804,-7.689,-3.2717,-2.7957
9,TS,-1.6585,-1.9648,-2.1109,-1.5436
9,TS,-1.4749,-1.8719,-1.9765,-1.6426
9,TS,-2.3787,-2.4265,-1.792,-1.7525
9,TS,-2.0227,-1.937,-1.6873,-1.8241
9,TS,-2.015,-2.0204,-1.7966,-1.6857
9,TS,-2.1728,-1.7888,-1.881,-1.7077
9,TS,-2.1203,-1.8374,-1.8741,-1.7029
9,TS,-2.372,-1.949,-1.8491,-1.6283
9,TS,-2.0298,-1.6608,-1.7463,-1.775
9,TS,-2.0891,-1.6881,-1.6364,-1.7187
9,JS,-1.8573,-1.8258,-2.1035,-1.7068
9,JS,-1.9741,-1.6881,-1.8678,-1.6642
9,JS,-1.9634,-1.8584,-2.0732,-2.5347
9,JS,-2.5954,-1.5699,-2.0328,-2.1842
9,JS,-2.4637,-1.702,-2.2952,-1.7114
9,JS,-1.7548,-1.7099,-2.0018,-1.7616
9,JS,-2.7125,-1.7162,-2.3291,-1.5314
9,JS,-2.3564,-1.9035,-1.8886,-1.706
9,JS,-2.0594,-1.8292,-2.3612,-1.5119
9,JS,-2.0908,-2.0402,-1.8039,-1.8798
10,AB,-1.7628,-1.6462,-1.7557,-1.9692
10,AB,-1.6774,-1.9388,-1.8345,-1.5605
10,AB,-1.8583,-1.6715,-1.8236,-1.593
10,AB,-1.867,-2.3867,-2.099,-1.6466
10,AB,-1.8881,-1.8814,-1.7961,-1.6914
10,AB,-1.9194,-1.9831,-1.9005,-1.853
10,AB,-1.7193,-1.6748,-1.5561,-1.6729
10,AB,-2.1506,-1.7208,-1.7005,-1.6169
10,AB,-1.7035,-1.6904,-1.9588,-1.4758
10,AB,-1.6969,-1.7872,-1.776,-1.5124
10,EP,-2.0727,-5.2228,-2.7236,-2.7165
10,EP,-3.0491,-4.3591,-2.7571,-2.5089
10,EP,-2.3502,-1.7903,-2.3019,-3.3588
10,EP,-1.7347,-2.3417,-2.1773,-1.6159
10,EP,-1.8737,-1.5332,-2.0734,-1.576
10,EP,-1.8953,-1.4195,-2.3175,-1.7043
10,EP,-2.2907,-1.6571,-1.8595,-1.7151
10,EP,-2.0706,-1.5726,-2.4813,-1.5544
10,EP,-3.3251,-1.4961,-2.3619,-1.5155
10,EP,-2.3385,-1.6262,-2.5042,-1.6956
10,TS,-1.6979,-2.2092,-1.9485,-2.4047
10,TS,-1.8482,-1.9289,-1.6617,-1.7003
10,TS,-1.6199,-1.6487,-2.2872,-2.2842
10,TS,-2.8806,-1.4689,-2.1269,-2.2032
10,TS,-1.8012,-2.1438,-1.9545,-2.7269
10,TS,-1.7188,-2.4849,-2.3048,-2.4623
10,TS,-2.2163,-2.0155,-1.8805,-2.0586
10,TS,-2.3022,-1.8519,-1.7731,-2.2247
10,TS,-2.1614,-2.0916,-2.2357,-2.1067
10,TS,-1.8927,-1.564,-2.3443,-2.3968
10,JS,-1.6913,-1.7805,-2.3373,-2.0723
10,JS,-1.9289,-1.6585,-1.6017,-1.5183
10,JS,-2.0674,-1.7531,-1.6623,-2.1796
10,JS,-2.2898,-1.5794,-1.749,-1.8334
10,JS,-2.4454,-2.3704,-1.5834,-1.671
10,JS,-2.161,-1.5042,-1.4521,-1.9915
10,JS,-2.2562,-1.5036,-1.6065,-2.3438
10,JS,-2.7417,-1.6106,-1.6275,-1.5828
10,JS,-1.8273,-1.6652,-1.6054,-2.89
10,JS,-2.1458,-1.7347,-1.665,-1.7928
11,AB,-1.6926,-1.5738,-1.58,-1.7021
11,AB,-1.4675,-1.7195,-1.6479,-1.4635
11,AB,-1.4839,-1.6452,-1.701,-1.4811
11,AB,-1.4484,-1.6054,-1.6076,-1.48
11,AB,-1.6187,-1.7121,-1.4318,-1.8943
11,AB,-1.8044,-1.6703,-1.4076,-1.4567
11,AB,-1.4901,-1.4983,-2.0126,-1.4503
11,AB,-1.5323,-1.5949,-1.6472,-1.4292
11,AB,-1.6083,-1.5303,-1.6705,-1.4809
11,AB,-1.6707,-1.6071,-1.4528,-1.5069
11,EP,-4.1469,-1.9841,-2.1334,-1.955
11,EP,-2.0438,-2.0393,-2.039,-1.7775
11,EP,-2.6293,-1.8969,-2.1251,-1.8663
11,EP,-5.1589,-2.3726,-2.5903,-2.2092
11,EP,-2.3816,-1.9056,-2.1396,-2.0116
11,EP,-2.8082,-1.7642,-2.2792,-2.4731
11,EP,-2.332,-2.3481,-2.8183,-2.3584
11,EP,-2.7221,-1.8661,-2.4852,-2.3014
11,EP,-2.0216,-2.0411,-1.7943,-2.3213
11,EP,-2.3343,-2.8366,-1.9782,-1.7914
11,TS,-1.8404,-1.5547,-1.6941,-1.6233
11,TS,-1.8371,-1.6517,-1.6127,-1.7138
11,TS,-2.2825,-1.6492,-1.6916,-1.8628
11,TS,-1.8563,-2.0201,-1.694,-1.7566
11,TS,-2.9309,-1.7211,-1.5165,-2.0084
11,TS,-2.432,-1.7379,-1.5563,-1.8067
11,TS,-3.3557,-1.6932,-2,-1.6878
11,TS,-3.0999,-1.8084,-1.7588,-1.8157
11,TS,-3.0903,-1.7111,-1.6629,-1.6785
11,TS,-2.3281,-1.6839,-1.6821,-1.7416
11,JS,-1.9961,-1.5407,-1.7224,-1.6556
11,JS,-1.9573,-1.6045,-1.5353,-1.6947
11,JS,-1.9292,-1.6623,-1.6471,-1.774
11,JS,-2.2818,-2.0503,-1.391,-1.7025
11,JS,-3.4078,-1.4908,-1.3959,-1.7354
11,JS,-2.2582,-1.5166,-1.9331,-1.7213
11,JS,-4.1827,-1.5865,-1.5688,-1.7266
11,JS,-1.8124,-1.4537,-1.5912,-1.7895
11,JS,-2.4718,-1.5511,-2.4507,-1.5447
11,JS,-2.3555,-1.5798,-1.5696,-1.7403
12,AB,-1.6072,-1.5186,-1.655,-1.7338
12,AB,-1.6926,-1.7033,-1.6297,-1.5887
12,AB,-1.5016,-1.9657,-1.6847,-1.7732
12,AB,-1.6529,-2.3405,-1.6071,-1.6753
12,AB,-1.558,-1.7101,-1.6239,-1.8276
12,AB,-1.5565,-1.504,-1.6865,-1.5047
12,AB,-1.5511,-1.5936,-1.6006,-1.8429
12,AB,-1.4119,-1.9904,-1.5862,-1.7728
12,AB,-1.5316,-1.8076,-1.5732,-1.7547
12,AB,-1.4163,-1.7472,-1.8428,-1.7183
12,EP,-2.3099,-1.4591,-2.0342,-1.7769
12,EP,-1.8501,-2.3526,-2.0226,-1.9447
12,EP,-1.6238,-1.4229,-3.0594,-1.9057
12,EP,-1.9205,-1.4107,-2.4473,-2.3079
12,EP,-1.751,-1.4632,-2.5246,-1.8477
12,EP,-1.5297,-1.4529,-3.0515,-1.7017
12,EP,-1.5523,-1.3986,-2.6692,-2.1392
12,EP,-1.5034,-1.431,-2.5085,-1.821
12,EP,-1.6271,-1.3985,-2.1679,-2.281
12,EP,-1.5976,-1.5536,-2.2275,-1.6536
12,TS,-1.4532,-2.2179,-2.6702,-1.8234
12,TS,-1.5887,-1.8148,-1.9651,-1.7637
12,TS,-1.7442,-1.7394,-1.9615,-1.6238
12,TS,-1.6014,-1.7502,-2.0662,-1.7509
12,TS,-1.5976,-1.6934,-1.6761,-2.4674
12,TS,-1.8486,-1.678,-1.7845,-1.6737
12,TS,-1.4903,-1.7027,-1.9103,-1.6913
12,TS,-1.7651,-1.9402,-1.5927,-1.7008
12,TS,-1.6383,-1.6721,-1.6489,-2.581
12,TS,-2.0085,-1.7301,-1.6104,-1.7857
12,JS,-1.6569,-1.415,-1.4777,-2.0927
12,JS,-1.7409,-1.4292,-1.6134,-1.7814
12,JS,-1.8258,-1.5549,-1.6105,-1.6077
12,JS,-1.9599,-1.491,-1.7719,-1.3981
12,JS,-1.6794,-1.423,-1.7651,-1.4935
12,JS,-1.8961,-1.4235,-1.6974,-1.5905
12,JS,-1.8566,-1.9462,-1.4318,-1.7459
12,JS,-1.5289,-1.4419,-1.4524,-1.5388
12,JS,-1.8903,-1.4425,-1.5145,-1.6494
12,JS,-1.9275,-1.5854,-1.4732,-1.6814
13,AB,-1.4796,-1.4742,-1.51,-1.5147
13,AB,-1.6627,-1.546,-1.5277,-1.4686
13,AB,-1.583,-1.5617,-1.483,-1.5079
13,AB,-1.6923,-1.6733,-1.4329,-1.5116
13,AB,-1.5396,-3.9534,-1.6565,-1.4787
13,AB,-1.6384,-1.5328,-1.7531,-1.5657
13,AB,-1.7044,-1.6626,-1.8531,-1.5648
13,AB,-1.5634,-1.5595,-1.774,-1.3986
13,AB,-1.6119,-1.6558,-1.7887,-1.5157
13,AB,-1.6814,-1.4725,-1.7646,-1.5393
13,EP,-2.6402,-2.2528,-2.2538,-1.7444
13,EP,-2.6119,-2.1344,-2.4888,-1.8491
13,EP,-2.2519,-1.909,-3.0685,-1.8271
13,EP,-2.1891,-2.2115,-2.7942,-2.1824
13,EP,-2.5144,-1.8183,-2.3899,-1.8937
13,EP,-2.5522,-1.9833,-2.5688,-2.0042
13,EP,-2.2712,-2.2262,-2.6638,-2.0138
13,EP,-1.5854,-1.9635,-2.5553,-1.911
13,EP,-2.0818,-2.1299,-2.5708,-1.6785
13,EP,-1.4302,-1.4771,-2.3803,-1.9841
13,TS,-3.1133,-1.7372,-1.8401,-2.9361
13,TS,-2.1135,-1.7728,-2.1255,-2.2049
13,TS,-2.0949,-1.6217,-2.7441,-1.9133
13,TS,-2.1805,-3.4799,-1.8189,-2.3342
13,TS,-1.9967,-3.3372,-1.8693,-2.5076
13,TS,-1.7264,-1.8525,-2.4632,-2.4914
13,TS,-2.303,-1.9366,-1.7671,-1.9652
13,TS,-2.1609,-1.9776,-2.048,-1.8808
13,TS,-1.9261,-2.0582,-1.7796,-1.7543
13,TS,-2.4203,-1.6394,-1.9477,-1.7221
13,JS,-1.8226,-1.6755,-2.7852,-1.7594
13,JS,-2.4411,-1.5756,-1.5428,-1.7143
13,JS,-3.3092,-3.2641,-1.5908,-1.57
13,JS,-2.9419,-1.6276,-1.5434,-1.741
13,JS,-1.7158,-1.6731,-1.5208,-1.5966
13,JS,-2.2476,-1.5439,-1.5459,-1.6863
13,JS,-2.0026,-1.5169,-1.4151,-2.0367
13,JS,-1.6111,-1.619,-1.5846,-1.6338
13,JS,-2.6698,-1.5232,-1.5576,-1.8606
13,JS,-1.7555,-1.6424,-1.653,-1.7773
14,AB,-1.6864,-1.9222,-1.6794,-1.5698
14,AB,-1.6298,-1.7381,-1.7705,-1.6963
14,AB,-2.021,-1.6177,-1.9729,-1.6865
14,AB,-1.6945,-1.8509,-1.7514,-1.5226
14,AB,-1.9328,-1.6758,-1.8379,-2.0481
14,AB,-1.6952,-1.6781,-1.6777,-1.8298
14,AB,-1.7264,-1.8407,-1.7328,-1.5614
14,AB,-1.6385,-1.78,-1.5353,-1.7284
14,AB,-1.6681,-3.974,-1.8576,-1.7015
14,AB,-1.6748,-1.8418,-1.7535,-1.5863
14,EP,-2.6833,-1.8689,-1.5678,-1.4671
14,EP,-2.5862,-1.808,-1.6961,-1.8731
14,EP,-2.3404,-1.7633,-1.8814,-2.0767
14,EP,-2.2896,-1.7768,-2.2098,-1.8677
14,EP,-3.1334,-1.7177,-2.1529,-1.8549
14,EP,-1.905,-1.595,-2.2452,-1.8588
14,EP,-2.4483,-1.8496,-1.9092,-1.5935
14,EP,-2.884,-1.6176,-3.0654,-2.2219
14,EP,-2.4068,-1.7023,-1.9665,-2.0916
14,EP,-1.8607,-1.7112,-2.0558,-2.0842
14,TS,-2.0891,-1.5202,-1.8737,-1.5811
14,TS,-2.7225,-1.6598,-1.898,-1.689
14,TS,-3.5656,-2.3953,-1.7287,-3.4857
14,TS,-2.1444,-1.848,-1.7751,-3.7476
14,TS,-2.6479,-1.7833,-2.1497,-2.0002
14,TS,-2.1481,-1.5872,-1.9229,-1.7757
14,TS,-2.7707,-1.7103,-2.0562,-1.8411
14,TS,-1.8919,-1.7364,-1.7851,-1.8897
14,TS,-3.1022,-1.8959,-1.6775,-1.8958
14,TS,-2.5849,-1.9951,-1.9247,-1.76
14,JS,-2.3953,-6.657,-1.5617,-1.5568
14,JS,-2.4072,-1.6139,-1.623,-1.5834
14,JS,-2.554,-1.4801,-1.4488,-1.652
14,JS,-2.0833,-1.5996,-1.5017,-1.4596
14,JS,-2.64,-1.6864,-1.5073,-1.571
14,JS,-2.3543,-1.5639,-1.5515,-1.6283
14,JS,-1.7642,-1.7927,-1.5048,-1.5814
14,JS,-2.1267,-1.5577,-1.5202,-1.7509
14,JS,-2.2321,-1.5867,-1.4873,-1.4161
14,JS,-2.1592,-1.4144,-1.4925,-1.554
15,AB,-1.5827,-2.903,-2.1065,-1.6446
15,AB,-1.8683,-1.6049,-1.5819,-1.7501
15,AB,-1.9923,-2.2099,-1.5234,-1.5644
15,AB,-1.8198,-1.6415,-1.6226,-1.5795
15,AB,-1.6977,-2.3418,-1.6597,-1.6243
15,AB,-1.7238,-1.5994,-1.5039,-1.5599
15,AB,-1.6168,-1.7255,-1.5835,-1.4274
15,AB,-1.8782,-2.1177,-1.596,-1.5818
15,AB,-1.5952,-1.482,-1.5709,-1.5717
15,AB,-1.6268,-1.5572,-1.6173,-1.5772
15,EP,-1.6814,-1.699,-1.6646,-1.6548
15,EP,-2.0157,-1.6252,-1.6356,-1.7108
15,EP,-1.7351,-1.8071,-1.6296,-1.6295
15,EP,-2.0551,-1.6415,-1.6801,-1.6322
15,EP,-1.8346,-1.8728,-1.6695,-1.9093
15,EP,-1.8998,-1.8763,-1.7392,-1.5937
15,EP,-2.053,-1.8464,-1.7597,-1.6335
15,EP,-1.5821,-1.641,-1.8177,-1.681
15,EP,-1.9702,-1.6147,-1.8255,-1.724
15,EP,-1.5763,-1.946,-1.9532,-1.8742
15,TS,-4.7689,-1.8401,-1.5246,-1.7376
15,TS,-1.7809,-1.6831,-1.5718,-1.6489
15,TS,-1.9894,-1.8452,-1.5895,-1.6025
15,TS,-1.5846,-1.4839,-1.6084,-1.5874
15,TS,-1.7382,-1.5932,-1.5538,-1.6895
15,TS,-1.6967,-1.5908,-1.522,-1.636
15,TS,-1.7253,-1.576,-1.5205,-1.7841
15,TS,-1.7997,-1.5411,-1.5163,-1.5378
15,TS,-1.6229,-1.5916,-1.5095,-1.5761
15,TS,-1.7793,-1.5483,-1.5261,-1.6122
15,JS,-2.4244,-1.5791,-1.3933,-1.7038
15,JS,-1.7016,-1.5452,-1.5129,-1.646
15,JS,-1.6035,-1.5286,-1.391,-1.4828
15,JS,-7.3691,-2.3009,-1.5761,-1.5751
15,JS,-1.6411,-1.5866,-1.5308,-1.6636
15,JS,-2.0533,-1.6025,-1.4649,-1.5924
15,JS,-1.6935,-1.636,-1.5429,-1.7272
15,JS,-1.6807,-1.5855,-1.4961,-1.5241
15,JS,-1.6277,-1.5167,-1.5007,-1.7249
15,JS,-1.7368,-1.392,-1.502,-1.7099
16,AB,-2.0225,-1.8526,-1.9152,-1.7216
16,AB,-2.0264,-2.0595,-1.5039,-1.6634
16,AB,-1.9995,-1.8876,-1.6967,-1.5214
16,AB,-1.8613,-1.891,-1.8225,-1.5994
16,AB,-1.9043,-1.5773,-1.6829,-1.6448
16,AB,-1.9148,-1.5999,-1.6442,-1.6663
16,AB,-1.9269,-1.6986,-1.8141,-1.7036
16,AB,-1.9436,-1.4796,-1.8064,-1.5247
16,AB,-1.8175,-1.5825,-1.7783,-1.6487
16,AB,-2.0358,-1.9948,-1.8682,-1.5525
16,EP,-2.9597,-2.0388,-1.9056,-2.6051
16,EP,-1.5683,-2.9412,-3.7622,-2.7634
16,EP,-1.8137,-3.4073,-2.0762,-2.645
16,EP,-1.7067,-2.7788,-1.9096,-3.4767
16,EP,-1.9913,-1.5618,-3.3027,-3.0371
16,EP,-2.2162,-1.7392,-2.8748,-2.8051
16,EP,-2.698,-1.5332,-3.1453,-3.5235
16,EP,-1.7509,-1.6793,-1.964,-2.4504
16,EP,-1.5809,-1.8102,-2.8788,-2.4571
16,EP,-3.9196,-1.9814,-1.9409,-2.5966
16,TS,-2.0414,-1.7311,-3.352,-2.4863
16,TS,-1.8673,-1.7502,-1.718,-2.8305
16,TS,-2.5326,-2.0836,-3.3976,-3.3204
16,TS,-2.3238,-2.7268,-1.8653,-1.6829
16,TS,-1.8869,-1.8291,-1.7545,-1.8276
16,TS,-1.507,-2.1493,-1.6437,-2.6685
16,TS,-1.6687,-1.6055,-1.9601,-2.2578
16,TS,-2.1465,-6.1392,-1.7633,-3.1098
16,TS,-2.6753,-2.1641,-2.3866,-3.9379
16,TS,-2.6993,-1.8902,-1.7576,-3.0049
16,JS,-3.0425,-3.4283,-2.3992,-2.8181
16,JS,-2.1074,-2.2549,-1.915,-4.2761
16,JS,-1.538,-3.8028,-2.5628,-1.6791
16,JS,-2.1353,-3.1869,-3.1108,-2.6297
16,JS,-3.1966,-2.188,-2.2203,-2.9329
16,JS,-2.1386,-2.3013,-1.7158,-1.8106
16,JS,-2.3831,-2.8523,-2.0383,-1.981
16,JS,-1.7952,-2.9693,-1.7156,-1.9115
16,JS,-2.3269,-2.6333,-2.015,-2.4605
16,JS,-2.2099,-2.0446,-1.8082,-2.6218
