sub_num,case_nm,target,h_diff
15,JS,Mid,38.3046
15,JS,Mid,38.0085
15,JS,Mid,42.3916
15,JS,Mid,70.7261
15,JS,Mid,45.2959
15,JS,Mid,40.4662
15,JS,Mid,57.7472
15,JS,Mid,42.7902
15,JS,Mid,33.1324
1,EP,Far,86.20014
1,EP,Far,88.0733
1,EP,Far,77.68183
1,EP,Far,64.29007
1,EP,Far,34.67938
1,EP,Far,75.37573
1,EP,Far,86.28192
1,EP,Far,41.93361
1,EP,Far,78.08977
1,EP,Far,55.50748
1,TS,Far,86.841
1,TS,Far,85.61636
1,TS,Far,55.50664
1,TS,Far,52.54695
1,TS,Far,53.44396
1,TS,Far,39.36062
1,TS,Far,62.57181
1,TS,Far,49.54953
1,TS,Far,158.1465
1,TS,Far,65.97979
1,JS,Far,79.13272
1,JS,Far,78.98867
1,JS,Far,83.84309
1,JS,Far,211.8128
1,JS,Far,218.5081
1,JS,Far,65.89327
1,JS,Far,471.3104
1,JS,Far,58.60659
1,JS,Far,121.0513
1,JS,Far,133.9588
2,EP,Far,78.12741
2,EP,Far,271.1868
2,EP,Far,60.21987
2,EP,Far,141.6908
2,EP,Far,75.11355
2,EP,Far,47.98826
2,EP,Far,141.965
2,EP,Far,42.73304
2,EP,Far,29.39788
2,EP,Far,31.94951
2,TS,Far,17.17974
2,TS,Far,15.10739
2,TS,Far,35.89199
2,TS,Far,12.60038
2,TS,Far,13.33922
2,TS,Far,9.484408
2,TS,Far,41.35111
2,TS,Far,17.34237
2,TS,Far,13.96802
2,TS,Far,14.39874
2,JS,Far,40.14923
2,JS,Far,124.8602
2,JS,Far,32.72584
2,JS,Far,29.75899
2,JS,Far,52.00938
2,JS,Far,31.27979
2,JS,Far,36.41505
2,JS,Far,50.56518
2,JS,Far,24.38037
2,JS,Far,33.93219
3,EP,Far,141.2254
3,EP,Far,69.26985
3,EP,Far,54.88914
3,EP,Far,111.0034
3,EP,Far,60.60104
3,EP,Far,50.70953
3,EP,Far,160.3477
3,EP,Far,63.49695
3,EP,Far,51.12637
3,EP,Far,27.99936
3,TS,Far,102.8995
3,TS,Far,65.16639
3,TS,Far,45.34993
3,TS,Far,59.90983
3,TS,Far,88.23114
3,TS,Far,52.65706
3,TS,Far,36.44351
3,TS,Far,31.15655
3,TS,Far,35.43868
3,TS,Far,39.21594
3,JS,Far,51.88877
3,JS,Far,40.21435
3,JS,Far,45.76934
3,JS,Far,25.41396
3,JS,Far,39.38999
3,JS,Far,56.60812
3,JS,Far,48.22465
3,JS,Far,65.75824
3,JS,Far,51.98971
3,JS,Far,41.70129
4,EP,Far,37.72751
4,EP,Far,43.30994
4,EP,Far,35.94577
4,EP,Far,105.2612
4,EP,Far,45.43849
4,EP,Far,185.9438
4,EP,Far,90.47384
4,EP,Far,108.2374
4,EP,Far,74.35365
4,EP,Far,66.6573
4,TS,Far,203.8793
4,TS,Far,174.4528
4,TS,Far,134.215
4,TS,Far,245.1164
4,TS,Far,89.23622
4,TS,Far,102.97
4,TS,Far,150.4334
4,TS,Far,76.20606
4,TS,Far,78.10211
4,TS,Far,72.328
4,JS,Far,61.76619
4,JS,Far,37.22361
4,JS,Far,27.7035
4,JS,Far,67.05522
4,JS,Far,19.09402
4,JS,Far,31.78824
4,JS,Far,35.64622
4,JS,Far,122.9673
4,JS,Far,61.61314
4,JS,Far,36.05962
5,EP,Far,56.8273
5,EP,Far,74.2107
5,EP,Far,82.34
5,EP,Far,80.2139
5,EP,Far,34.7744
5,EP,Far,45.1407
5,EP,Far,63.947
5,EP,Far,77.5389
5,EP,Far,52.6912
5,EP,Far,39.4757
5,TS,Far,47.0028
5,TS,Far,24.3892
5,TS,Far,31.344
5,TS,Far,27.1433
5,TS,Far,25.334
5,TS,Far,47.6732
5,TS,Far,30.5283
5,TS,Far,32.7007
5,TS,Far,22.9595
5,TS,Far,21.0566
5,JS,Far,67.1586
5,JS,Far,20.642
5,JS,Far,43.7281
5,JS,Far,36.6146
5,JS,Far,38.4249
5,JS,Far,65.2866
5,JS,Far,19.3425
5,JS,Far,54.3078
5,JS,Far,24.5461
5,JS,Far,23.9608
6,EP,Far,72.64201
6,EP,Far,53.42083
6,EP,Far,90.61002
6,EP,Far,64.26869
6,EP,Far,94.47515
6,EP,Far,127.8444
6,EP,Far,71.34709
6,EP,Far,138.9662
6,EP,Far,46.69467
6,EP,Far,69.95484
6,TS,Far,72.39867
6,TS,Far,41.2993
6,TS,Far,40.17052
6,TS,Far,34.8785
6,TS,Far,63.18587
6,TS,Far,31.4241
6,TS,Far,40.61458
6,TS,Far,69.72979
6,TS,Far,35.96617
6,TS,Far,62.36986
6,JS,Far,24.61958
6,JS,Far,20.96273
6,JS,Far,35.39778
6,JS,Far,25.83323
6,JS,Far,30.91953
6,JS,Far,42.97735
6,JS,Far,35.44832
6,JS,Far,20.90064
6,JS,Far,43.84569
6,JS,Far,21.92619
7,EP,Far,17.01322
7,EP,Far,69.96847
7,EP,Far,33.46249
7,EP,Far,95.17818
7,EP,Far,82.21314
7,EP,Far,42.38862
7,EP,Far,25.62196
7,EP,Far,100.9835
7,EP,Far,61.83636
7,EP,Far,86.79337
7,TS,Far,71.95694
7,TS,Far,53.17257
7,TS,Far,44.90656
7,TS,Far,56.68345
7,TS,Far,58.31579
7,TS,Far,42.68571
7,TS,Far,68.29188
7,TS,Far,55.08074
7,TS,Far,56.63638
7,TS,Far,56.21348
7,JS,Far,22.04232
7,JS,Far,24.70016
7,JS,Far,33.46273
7,JS,Far,34.86123
7,JS,Far,50.56059
7,JS,Far,40.52908
7,JS,Far,34.66945
7,JS,Far,35.3595
7,JS,Far,24.52573
7,JS,Far,24.50464
8,EP,Far,74.26146
8,EP,Far,64.46691
8,EP,Far,40.90429
8,EP,Far,67.01498
8,EP,Far,49.53527
8,EP,Far,60.5349
8,EP,Far,226.1688
8,EP,Far,55.88718
8,EP,Far,20.0752
8,EP,Far,20.69862
8,TS,Far,62.72098
8,TS,Far,42.48021
8,TS,Far,46.67433
8,TS,Far,40.42494
8,TS,Far,35.09085
8,TS,Far,68.93287
8,TS,Far,49.03905
8,TS,Far,88.86711
8,TS,Far,65.29007
8,TS,Far,108.3828
8,JS,Far,46.90566
8,JS,Far,47.70698
8,JS,Far,51.83389
8,JS,Far,58.27914
8,JS,Far,42.32356
8,JS,Far,51.74005
8,JS,Far,57.75489
8,JS,Far,48.16728
8,JS,Far,29.69129
8,JS,Far,31.74773
9,EP,Far,144.7128
9,EP,Far,109.3542
9,EP,Far,83.90089
9,EP,Far,68.72296
9,EP,Far,286.9548
9,EP,Far,53.4581
9,EP,Far,113.5925
9,EP,Far,202.0787
9,EP,Far,143.0774
9,EP,Far,114.8104
9,TS,Far,82.39141
9,TS,Far,70.75819
9,TS,Far,46.19469
9,TS,Far,85.74055
9,TS,Far,70.15065
9,TS,Far,59.41152
9,TS,Far,109.1429
9,TS,Far,64.6111
9,TS,Far,84.92273
9,TS,Far,103.2354
9,JS,Far,74.9251
9,JS,Far,54.60931
9,JS,Far,79.90853
9,JS,Far,65.98418
9,JS,Far,60.66678
9,JS,Far,63.07685
9,JS,Far,64.45998
9,JS,Far,61.36426
9,JS,Far,95.08478
9,JS,Far,69.82639
10,EP,Far,217.4668
10,EP,Far,385.6476
10,EP,Far,247.4291
10,EP,Far,200.9416
10,EP,Far,198.5817
10,EP,Far,237.3323
10,EP,Far,162.2225
10,EP,Far,257.6035
10,EP,Far,276.6297
10,EP,Far,252.9108
10,TS,Far,84.31002
10,TS,Far,110.188
10,TS,Far,180.5667
10,TS,Far,104.5828
10,TS,Far,72.19904
10,TS,Far,152.7143
10,TS,Far,105.9863
10,TS,Far,84.39119
10,TS,Far,95.35811
10,TS,Far,108.5839
10,JS,Far,37.42658
10,JS,Far,79.95038
10,JS,Far,64.6236
10,JS,Far,75.82317
10,JS,Far,72.8959
10,JS,Far,87.20118
10,JS,Far,81.71151
10,JS,Far,118.6545
10,JS,Far,93.75068
10,JS,Far,118.1244
11,EP,Far,130.868
11,EP,Far,145.2602
11,EP,Far,104.7206
11,EP,Far,89.31301
11,EP,Far,115.3295
11,EP,Far,77.74884
11,EP,Far,106.4941
11,EP,Far,87.03607
11,EP,Far,78.69318
11,EP,Far,74.65043
11,TS,Far,50.53636
11,TS,Far,40.12034
11,TS,Far,47.16295
11,TS,Far,47.89322
11,TS,Far,41.02
11,TS,Far,46.41404
11,TS,Far,102.7335
11,TS,Far,62.92914
11,TS,Far,34.75427
11,TS,Far,42.9024
11,JS,Far,30.06004
11,JS,Far,27.243
11,JS,Far,31.68162
11,JS,Far,33.81389
11,JS,Far,21.45274
11,JS,Far,67.47056
11,JS,Far,40.266
11,JS,Far,35.75355
11,JS,Far,42.46494
11,JS,Far,48.41075
12,EP,Far,126.8099
12,EP,Far,41.08632
12,EP,Far,109.292
12,EP,Far,73.68411
12,EP,Far,91.47286
12,EP,Far,159.6923
12,EP,Far,37.1824
12,EP,Far,121.4891
12,EP,Far,47.34641
12,EP,Far,46.52022
12,TS,Far,280.2567
12,TS,Far,75.28973
12,TS,Far,66.32189
12,TS,Far,92.41568
12,TS,Far,75.53721
12,TS,Far,68.69641
12,TS,Far,83.60227
12,TS,Far,69.32907
12,TS,Far,51.36142
12,TS,Far,44.18785
12,JS,Far,31.27727
12,JS,Far,41.32215
12,JS,Far,36.58037
12,JS,Far,36.82713
12,JS,Far,34.05618
12,JS,Far,44.82962
12,JS,Far,26.24268
12,JS,Far,29.19262
12,JS,Far,35.15952
12,JS,Far,11.13233
13,EP,Far,12.42297
13,EP,Far,20.36329
13,EP,Far,22.94995
13,EP,Far,31.17206
13,EP,Far,42.26985
13,EP,Far,39.30567
13,EP,Far,29.59245
13,EP,Far,22.25776
13,EP,Far,21.36499
13,EP,Far,16.1364
13,TS,Far,77.85187
13,TS,Far,79.62741
13,TS,Far,104.0478
13,TS,Far,55.59535
13,TS,Far,46.41263
13,TS,Far,68.91373
13,TS,Far,39.64977
13,TS,Far,22.39246
13,TS,Far,90.82811
13,TS,Far,44.8548
13,JS,Far,90.0451
13,JS,Far,22.49111
13,JS,Far,13.38556
13,JS,Far,8.791269
13,JS,Far,6.155466
13,JS,Far,9.510774
13,JS,Far,11.22542
13,JS,Far,12.44413
13,JS,Far,10.69166
13,JS,Far,22.77895
14,EP,Far,15.4089
14,EP,Far,5.92466
14,EP,Far,30.9532
14,EP,Far,32.1005
14,EP,Far,21.0093
14,EP,Far,43.0319
14,EP,Far,25.8674
14,EP,Far,29.3722
14,EP,Far,32.7777
14,EP,Far,28.4881
14,TS,Far,46.3261
14,TS,Far,42.3962
14,TS,Far,28.9126
14,TS,Far,27.7416
14,TS,Far,32.738
14,TS,Far,71.0278
14,TS,Far,33.894
14,TS,Far,48.2991
14,TS,Far,34.4522
14,TS,Far,30.2956
14,JS,Far,6.90176
14,JS,Far,4.34411
14,JS,Far,53.7886
14,JS,Far,23.748
14,JS,Far,11.5677
14,JS,Far,29.2042
14,JS,Far,18.1182
14,JS,Far,9.34832
14,JS,Far,6.66385
14,JS,Far,6.34423
15,EP,Far,49.6158
15,EP,Far,51.6591
15,EP,Far,36.0793
15,EP,Far,36.2188
15,EP,Far,66.5664
15,EP,Far,55.8244
15,EP,Far,65.6251
15,EP,Far,65.0914
15,EP,Far,73.3458
15,EP,Far,82.7356
15,TS,Far,48.5905
15,TS,Far,53.4614
15,TS,Far,57.8062
15,TS,Far,41.6709
15,TS,Far,42.7046
15,TS,Far,38.9315
15,TS,Far,35.8263
15,TS,Far,50.427
15,TS,Far,37.1629
15,TS,Far,43.7053
15,JS,Far,44.1602
15,JS,Far,52.0427
15,JS,Far,44.4577
15,JS,Far,53.5947
15,JS,Far,45.9293
15,JS,Far,33.1005
15,JS,Far,33.4531
15,JS,Far,44.8211
15,JS,Far,35.7681
15,JS,Far,38.2381
1,EP,High,121.1775
1,EP,High,47.44377
1,EP,High,39.87879
1,EP,High,56.20836
1,EP,High,46.75176
1,EP,High,36.76803
1,EP,High,103.8518
1,EP,High,120.0989
1,EP,High,118.6873
1,EP,High,49.8741
1,TS,High,259.7395
1,TS,High,122.8143
1,TS,High,113.0346
1,TS,High,108.8699
1,TS,High,179.8515
1,TS,High,110.4795
1,TS,High,155.7907
1,TS,High,204.4831
1,TS,High,115.8691
1,TS,High,97.28305
1,JS,High,128.1606
1,JS,High,159.3751
1,JS,High,289.0101
1,JS,High,377.7272
1,JS,High,135.3831
1,JS,High,216.8613
1,JS,High,230.5847
1,JS,High,82.54466
1,JS,High,101.7483
1,JS,High,93.58424
2,EP,High,170.5384
2,EP,High,91.27278
2,EP,High,20.16333
2,EP,High,33.23433
2,EP,High,113.2541
2,EP,High,39.58122
2,EP,High,74.3658
2,EP,High,61.36829
2,EP,High,58.20318
2,EP,High,53.33375
2,TS,High,14.32127
2,TS,High,35.91234
2,TS,High,57.09809
2,TS,High,30.81145
2,TS,High,29.93181
2,TS,High,40.17552
2,TS,High,25.15303
2,TS,High,32.62398
2,TS,High,18.72904
2,TS,High,12.30674
2,JS,High,34.23275
2,JS,High,30.16573
2,JS,High,66.06394
2,JS,High,28.44091
2,JS,High,175.6178
2,JS,High,35.2941
2,JS,High,105.8538
2,JS,High,102.373
2,JS,High,100.1788
2,JS,High,62.43866
3,EP,High,51.0534
3,EP,High,25.81462
3,EP,High,25.51891
3,EP,High,38.12258
3,EP,High,40.18864
3,EP,High,34.82648
3,EP,High,56.72925
3,EP,High,26.67181
3,EP,High,57.0855
3,EP,High,36.59225
3,TS,High,52.88116
3,TS,High,114.9852
3,TS,High,75.2735
3,TS,High,39.61588
3,TS,High,50.99542
3,TS,High,48.53238
3,TS,High,87.25608
3,TS,High,44.02231
3,TS,High,70.50322
3,TS,High,63.06271
3,JS,High,75.81211
3,JS,High,44.76006
3,JS,High,110.5265
3,JS,High,51.82859
3,JS,High,47.34418
3,JS,High,84.80941
3,JS,High,53.51503
3,JS,High,70.6302
3,JS,High,69.82106
3,JS,High,63.47865
4,EP,High,49.20112
4,EP,High,33.8191
4,EP,High,45.10705
4,EP,High,113.3879
4,EP,High,59.11376
4,EP,High,64.9067
4,EP,High,39.275
4,EP,High,161.4668
4,EP,High,47.67759
4,EP,High,19.1366
4,TS,High,210.3981
4,TS,High,129.8552
4,TS,High,237.3996
4,TS,High,207.1114
4,TS,High,81.6763
4,TS,High,139.0075
4,TS,High,123.9264
4,TS,High,161.1192
4,TS,High,61.74837
4,TS,High,45.17743
4,JS,High,25.75485
4,JS,High,34.3384
4,JS,High,34.88932
4,JS,High,34.61415
4,JS,High,55.76071
4,JS,High,58.25391
4,JS,High,26.26294
4,JS,High,57.08165
4,JS,High,49.64396
4,JS,High,32.19124
5,EP,High,67.8495
5,EP,High,74.0864
5,EP,High,29.1803
5,EP,High,25.345
5,EP,High,44.2997
5,EP,High,34.3719
5,EP,High,15.8946
5,EP,High,15.0616
5,EP,High,14.6316
5,EP,High,23.4407
5,TS,High,83.5308
5,TS,High,26.2108
5,TS,High,37.6809
5,TS,High,26.1854
5,TS,High,33.5893
5,TS,High,31.8745
5,TS,High,22.3652
5,TS,High,30.0315
5,TS,High,13.2853
5,TS,High,29.2489
5,JS,High,69.6159
5,JS,High,87.2156
5,JS,High,80.8474
5,JS,High,57.3546
5,JS,High,64.4958
5,JS,High,46.0372
5,JS,High,64.4471
5,JS,High,74.0703
5,JS,High,48.0234
5,JS,High,95.0273
6,EP,High,40.5561
6,EP,High,103.2778
6,EP,High,59.56667
6,EP,High,40.17446
6,EP,High,41.48767
6,EP,High,75.27509
6,EP,High,40.34373
6,EP,High,24.81112
6,EP,High,42.01078
6,EP,High,66.13543
6,TS,High,45.01051
6,TS,High,46.00705
6,TS,High,49.84057
6,TS,High,33.85799
6,TS,High,38.95043
6,TS,High,40.73034
6,TS,High,43.162
6,TS,High,49.72162
6,TS,High,38.81987
6,TS,High,44.81834
6,JS,High,39.84267
6,JS,High,43.90545
6,JS,High,63.63402
6,JS,High,28.34123
6,JS,High,113.3876
6,JS,High,119.9079
6,JS,High,65.68599
6,JS,High,53.45064
6,JS,High,50.26133
6,JS,High,70.33126
7,EP,High,53.63983
7,EP,High,23.13845
7,EP,High,37.32324
7,EP,High,13.90013
7,EP,High,14.48719
7,EP,High,42.12766
7,EP,High,78.19999
7,EP,High,33.26119
7,EP,High,19.65859
7,EP,High,34.01714
7,TS,High,118.6425
7,TS,High,63.64975
7,TS,High,42.27182
7,TS,High,99.58125
7,TS,High,90.23125
7,TS,High,132.3759
7,TS,High,100.9432
7,TS,High,75.39611
7,TS,High,114.5558
7,TS,High,57.32625
7,JS,High,43.88895
7,JS,High,24.0866
7,JS,High,19.6665
7,JS,High,33.22937
7,JS,High,30.10249
7,JS,High,36.3017
7,JS,High,41.58824
7,JS,High,52.0793
7,JS,High,53.9241
7,JS,High,26.05547
8,EP,High,37.08677
8,EP,High,63.03961
8,EP,High,75.13262
8,EP,High,57.71137
8,EP,High,39.42255
8,EP,High,28.93051
8,EP,High,37.16527
8,EP,High,113.7333
8,EP,High,45.63219
8,EP,High,57.3432
8,TS,High,24.82642
8,TS,High,33.58046
8,TS,High,27.80733
8,TS,High,32.41476
8,TS,High,58.45939
8,TS,High,44.68668
8,TS,High,38.24179
8,TS,High,14.90279
8,TS,High,50.52796
8,TS,High,53.49749
8,JS,High,131.597
8,JS,High,45.42666
8,JS,High,81.51433
8,JS,High,60.16903
8,JS,High,48.11864
8,JS,High,93.86422
8,JS,High,59.83
8,JS,High,68.00957
8,JS,High,51.19077
8,JS,High,39.14776
9,EP,High,217.6205
9,EP,High,85.62608
9,EP,High,97.1911
9,EP,High,93.65073
9,EP,High,98.90081
9,EP,High,107.3966
9,EP,High,78.2948
9,EP,High,179.7488
9,EP,High,96.61866
9,EP,High,108.4852
9,TS,High,70.45594
9,TS,High,71.32357
9,TS,High,58.16026
9,TS,High,81.31314
9,TS,High,60.7535
9,TS,High,69.33762
9,TS,High,57.12733
9,TS,High,59.26338
9,TS,High,75.72293
9,TS,High,75.09064
9,JS,High,51.09682
9,JS,High,59.6948
9,JS,High,56.30668
9,JS,High,72.64191
9,JS,High,62.77879
9,JS,High,73.19685
9,JS,High,58.13423
9,JS,High,63.76682
9,JS,High,80.52754
9,JS,High,96.05348
10,EP,High,164.0457
10,EP,High,292.6837
10,EP,High,244.2349
10,EP,High,42.00978
10,EP,High,23.8073
10,EP,High,24.61801
10,EP,High,27.56917
10,EP,High,47.14434
10,EP,High,34.48551
10,EP,High,42.69025
10,TS,High,127.1011
10,TS,High,127.0855
10,TS,High,172.0562
10,TS,High,147.3599
10,TS,High,120.8472
10,TS,High,110.3848
10,TS,High,110.9499
10,TS,High,112.8969
10,TS,High,113.6649
10,TS,High,157.1996
10,JS,High,97.94346
10,JS,High,22.51807
10,JS,High,111.9917
10,JS,High,105.9939
10,JS,High,55.74405
10,JS,High,102.3304
10,JS,High,222.6385
10,JS,High,69.0527
10,JS,High,109.0931
10,JS,High,30.29388
11,EP,High,63.16496
11,EP,High,72.55742
11,EP,High,55.64131
11,EP,High,84.4862
11,EP,High,94.75658
11,EP,High,149.6135
11,EP,High,152.2177
11,EP,High,130.2146
11,EP,High,77.28074
11,EP,High,82.46229
11,TS,High,41.79364
11,TS,High,51.12437
11,TS,High,74.12488
11,TS,High,40.74533
11,TS,High,47.96269
11,TS,High,68.72612
11,TS,High,55.52538
11,TS,High,36.11274
11,TS,High,46.85187
11,TS,High,64.15076
11,JS,High,57.63547
11,JS,High,69.88465
11,JS,High,80.62481
11,JS,High,58.10957
11,JS,High,52.73644
11,JS,High,97.76427
11,JS,High,51.15583
11,JS,High,42.54675
11,JS,High,51.49706
11,JS,High,90.5084
12,EP,High,10.1225
12,EP,High,12.6181
12,EP,High,20.9422
12,EP,High,20.3696
12,EP,High,39.4788
12,EP,High,25.5153
12,EP,High,38.0883
12,EP,High,7.6687
12,EP,High,33.1931
12,EP,High,15.5393
12,TS,High,39.2132
12,TS,High,29.06
12,TS,High,26.6325
12,TS,High,21.3439
12,TS,High,47.5724
12,TS,High,48.6523
12,TS,High,33.5584
12,TS,High,30.9044
12,TS,High,36.5643
12,TS,High,53.9168
12,JS,High,52.0761
12,JS,High,19.0965
12,JS,High,21.4519
12,JS,High,20.7922
12,JS,High,24.1285
12,JS,High,54.7649
12,JS,High,42.7902
12,JS,High,56.4143
12,JS,High,61.525
12,JS,High,37.7443
13,EP,High,22.71189
13,EP,High,29.15833
13,EP,High,20.87474
13,EP,High,16.0295
13,EP,High,23.71927
13,EP,High,17.2884
13,EP,High,14.49714
13,EP,High,22.93464
13,EP,High,44.61198
13,EP,High,41.32604
13,TS,High,214.59
13,TS,High,54.55213
13,TS,High,93.89055
13,TS,High,56.6311
13,TS,High,65.71562
13,TS,High,90.30216
13,TS,High,54.88216
13,TS,High,62.01293
13,TS,High,81.898
13,TS,High,62.23893
13,JS,High,53.25647
13,JS,High,45.49354
13,JS,High,26.22815
13,JS,High,22.4332
13,JS,High,43.52303
13,JS,High,86.13467
13,JS,High,53.37488
13,JS,High,35.81904
13,JS,High,44.85406
13,JS,High,57.09264
14,EP,High,24.4641
14,EP,High,10.7888
14,EP,High,26.7467
14,EP,High,18.5983
14,EP,High,28.8786
14,EP,High,6.36344
14,EP,High,19.6743
14,EP,High,53.1843
14,EP,High,41.6837
14,EP,High,51.1435
14,TS,High,22.5084
14,TS,High,40.9356
14,TS,High,79.1051
14,TS,High,70.036
14,TS,High,19.4567
14,TS,High,23.7026
14,TS,High,26.3448
14,TS,High,31.5455
14,TS,High,29.98
14,TS,High,39.4557
14,JS,High,6.52609
14,JS,High,13.1461
14,JS,High,3.36839
14,JS,High,11.6668
14,JS,High,23.8005
14,JS,High,8.85782
14,JS,High,8.31308
14,JS,High,7.98573
14,JS,High,4.79927
14,JS,High,25.7261
15,EP,High,73.5453
15,EP,High,48.3209
15,EP,High,41.1173
15,EP,High,55.4521
15,EP,High,37.3819
15,EP,High,70.0165
15,EP,High,62.4186
15,EP,High,47.9245
15,EP,High,51.1547
15,EP,High,62.5649
15,TS,High,30.1442
15,TS,High,42.5735
15,TS,High,35.3014
15,TS,High,45.5744
15,TS,High,26.74
15,TS,High,41.1418
15,TS,High,50.8997
15,TS,High,34.8357
15,TS,High,33.2131
15,TS,High,42.4632
15,JS,High,56.8057
15,JS,High,59.0334
15,JS,High,57.103
15,JS,High,50.3871
15,JS,High,28.8054
15,JS,High,40.4426
15,JS,High,57.0654
15,JS,High,50.77
15,JS,High,47.0546
15,JS,High,62.582
