sub_num,case_nm,target,s_h
11,AB,Far,-1.5073
11,AB,Far,-2.1471
11,AB,Far,-1.5459
11,AB,Far,-1.5707
11,AB,Far,-1.5211
11,EP,Far,-2.3581
11,EP,Far,-2.3546
11,EP,Far,-3.1814
11,EP,Far,-2.2031
11,EP,Far,-2.9269
11,EP,Far,-2.6156
11,EP,Far,-2.6588
11,EP,Far,-3.3274
11,EP,Far,-3.3816
11,EP,Far,-2.6108
11,TS,Far,-1.734
11,TS,Far,-1.7292
11,TS,Far,-1.707
11,TS,Far,-1.8251
11,TS,Far,-1.902
11,TS,Far,-2.0798
11,TS,Far,-3.8701
11,TS,Far,-2.0806
11,TS,Far,-1.9577
11,TS,Far,-1.6653
11,JS,Far,-1.7181
11,JS,Far,-1.4749
11,JS,Far,-1.4397
11,JS,Far,-1.9928
11,JS,Far,-1.5089
11,JS,Far,-2.6663
11,JS,Far,-1.5098
11,JS,Far,-1.9261
11,JS,Far,-2.3514
11,JS,Far,-1.7292
12,AB,Far,-1.4509
12,AB,Far,-1.5524
12,AB,Far,-1.4292
12,AB,Far,-1.7284
12,AB,Far,-1.4105
12,AB,Far,-1.5176
12,AB,Far,-1.4045
12,AB,Far,-1.5628
12,AB,Far,-1.5403
12,AB,Far,-1.6347
12,EP,Far,-2.9362
12,EP,Far,-1.9521
12,EP,Far,-4.0968
12,EP,Far,-2.846
12,EP,Far,-3.4617
12,EP,Far,-4.1283
12,EP,Far,-1.8885
12,EP,Far,-3.1841
12,EP,Far,-2.1649
12,EP,Far,-2.6688
12,TS,Far,-4.3502
12,TS,Far,-3.2473
12,TS,Far,-2.1014
12,TS,Far,-2.7285
12,TS,Far,-2.5225
12,TS,Far,-1.9619
12,TS,Far,-2.2228
12,TS,Far,-2.326
12,TS,Far,-1.9891
12,TS,Far,-2.0431
12,JS,Far,-1.654
12,JS,Far,-1.6108
12,JS,Far,-1.6144
12,JS,Far,-1.8405
12,JS,Far,-2.136
12,JS,Far,-1.6645
12,JS,Far,-1.5827
12,JS,Far,-1.7981
12,JS,Far,-1.6326
12,JS,Far,-1.9892
13,AB,Far,-1.5335
13,AB,Far,-1.4119
13,AB,Far,-1.5003
13,AB,Far,-1.4524
13,AB,Far,-1.5178
13,AB,Far,-1.421
13,AB,Far,-1.4174
13,AB,Far,-1.4778
13,AB,Far,-1.4828
13,AB,Far,-1.4128
13,EP,Far,-1.5338
13,EP,Far,-1.5616
13,EP,Far,-1.7153
13,EP,Far,-1.5943
13,EP,Far,-1.7903
13,EP,Far,-1.6576
13,EP,Far,-1.6837
13,EP,Far,-1.6509
13,EP,Far,-1.5517
13,EP,Far,-1.59
13,TS,Far,-1.7692
13,TS,Far,-2.2547
13,TS,Far,-2.7162
13,TS,Far,-1.6476
13,TS,Far,-1.6694
13,TS,Far,-1.9984
13,TS,Far,-1.7258
13,TS,Far,-1.6481
13,TS,Far,-1.657
13,TS,Far,-1.6857
13,JS,Far,-2.334
13,JS,Far,-1.4125
13,JS,Far,-1.713
13,JS,Far,-1.6544
13,JS,Far,-1.6342
13,JS,Far,-1.5298
13,JS,Far,-2.0094
13,JS,Far,-1.6019
13,JS,Far,-1.577
13,JS,Far,-1.6002
14,AB,Far,-1.4057
14,AB,Far,-1.4671
14,AB,Far,-1.4803
14,AB,Far,-1.3937
14,AB,Far,-1.5204
14,AB,Far,-1.6738
14,AB,Far,-1.418
14,AB,Far,-1.5005
14,AB,Far,-1.4479
14,AB,Far,-1.3994
14,EP,Far,-1.831
14,EP,Far,-1.6481
14,EP,Far,-1.6237
14,EP,Far,-1.8558
14,EP,Far,-1.9822
14,EP,Far,-1.4863
14,EP,Far,-1.8868
14,EP,Far,-1.8744
14,EP,Far,-1.5687
14,EP,Far,-1.7805
14,TS,Far,-2.2466
14,TS,Far,-1.9633
14,TS,Far,-1.8638
14,TS,Far,-1.6377
14,TS,Far,-1.8623
14,TS,Far,-2.3045
14,TS,Far,-1.9287
14,TS,Far,-2.3878
14,TS,Far,-2.1361
14,TS,Far,-1.9998
14,JS,Far,-1.617
14,JS,Far,-1.6371
14,JS,Far,-1.6734
14,JS,Far,-1.5516
14,JS,Far,-1.5515
14,JS,Far,-1.6708
14,JS,Far,-1.5248
14,JS,Far,-1.626
14,JS,Far,-1.6107
14,JS,Far,-1.5433
15,AB,Far,-1.6102
15,AB,Far,-1.4425
15,AB,Far,-1.6746
15,AB,Far,-1.4822
15,AB,Far,-1.4748
15,AB,Far,-1.4658
15,AB,Far,-1.4647
15,AB,Far,-1.4595
15,AB,Far,-1.467
15,AB,Far,-1.6531
15,EP,Far,-1.8151
15,EP,Far,-1.784
15,EP,Far,-1.7775
15,EP,Far,-1.7722
15,EP,Far,-1.7249
15,EP,Far,-1.9385
15,EP,Far,-1.8905
15,EP,Far,-1.9184
15,EP,Far,-2.2358
15,EP,Far,-2.1595
15,TS,Far,-2.1875
15,TS,Far,-2.2448
15,TS,Far,-2.0963
15,TS,Far,-2.0832
15,TS,Far,-2.2773
15,TS,Far,-1.9299
15,TS,Far,-1.9903
15,TS,Far,-1.9629
15,TS,Far,-2.2247
15,TS,Far,-2.0422
15,JS,Far,-1.7567
15,JS,Far,-1.7833
15,JS,Far,-2.0848
15,JS,Far,-1.7631
15,JS,Far,-1.9936
15,JS,Far,-1.6994
15,JS,Far,-1.9212
15,JS,Far,-2.0532
15,JS,Far,-1.5366
15,JS,Far,-1.9063
1,AB,High,-1.7579
1,AB,High,-1.4355
1,AB,High,-1.4623
1,AB,High,-1.4775
1,AB,High,-1.5704
1,AB,High,-1.5793
1,AB,High,-1.5078
1,AB,High,-1.4791
1,AB,High,-1.4162
1,AB,High,-1.4728
1,EP,High,-1.7266
1,EP,High,-2.2395
1,EP,High,-1.8174
1,EP,High,-2.9347
1,EP,High,-1.7234
1,EP,High,-1.8857
1,EP,High,-2.0604
1,EP,High,-2.0837
1,EP,High,-1.9824
1,EP,High,-1.9262
1,TS,High,-2.8592
1,TS,High,-2.2048
1,TS,High,-2.0719
1,TS,High,-2.2059
1,TS,High,-3.1429
1,TS,High,-2.3006
1,TS,High,-3.2556
1,TS,High,-2.6295
1,TS,High,-2.2854
1,TS,High,-2.4533
1,JS,High,-2.5043
1,JS,High,-3.4234
1,JS,High,-2.9295
1,JS,High,-2.4716
1,JS,High,-2.1755
1,JS,High,-3.2411
1,JS,High,-3.4718
1,JS,High,-1.9625
1,JS,High,-2.8602
1,JS,High,-2.0056
2,AB,High,-1.5587
2,AB,High,-1.4146
2,AB,High,-1.5163
2,AB,High,-1.5229
2,AB,High,-1.4259
2,AB,High,-1.4835
2,AB,High,-1.4086
2,AB,High,-1.4038
2,AB,High,-1.5311
2,AB,High,-1.5251
2,EP,High,-2.428
2,EP,High,-2.1039
2,EP,High,-1.6131
2,EP,High,-1.7567
2,EP,High,-2.6344
2,EP,High,-1.7246
2,EP,High,-2.2297
2,EP,High,-1.7923
2,EP,High,-1.8179
2,EP,High,-1.8585
2,TS,High,-1.691
2,TS,High,-1.534
2,TS,High,-2.4608
2,TS,High,-1.6861
2,TS,High,-1.4906
2,TS,High,-1.8629
2,TS,High,-1.4636
2,TS,High,-1.9631
2,TS,High,-1.7219
2,TS,High,-1.5181
2,JS,High,-1.9296
2,JS,High,-1.6514
2,JS,High,-1.6126
2,JS,High,-1.458
2,JS,High,-2.7673
2,JS,High,-1.5947
2,JS,High,-2.859
2,JS,High,-2.4802
2,JS,High,-1.7749
2,JS,High,-1.4898
3,AB,High,-1.4207
3,AB,High,-1.6017
3,AB,High,-1.3998
3,AB,High,-1.5872
3,AB,High,-1.925
3,AB,High,-1.4703
3,AB,High,-1.4325
3,AB,High,-1.5852
3,AB,High,-1.4776
3,AB,High,-1.5439
3,EP,High,-1.7517
3,EP,High,-1.801
3,EP,High,-1.8842
3,EP,High,-1.7819
3,EP,High,-1.9452
3,EP,High,-1.7006
3,EP,High,-1.6352
3,EP,High,-1.85
3,EP,High,-1.7839
3,EP,High,-1.7506
3,TS,High,-1.6439
3,TS,High,-2.2851
3,TS,High,-1.7013
3,TS,High,-1.9784
3,TS,High,-1.6394
3,TS,High,-1.9915
3,TS,High,-2.4657
3,TS,High,-1.838
3,TS,High,-2.264
3,TS,High,-2.1616
3,JS,High,-2.2937
3,JS,High,-1.6421
3,JS,High,-2.2871
3,JS,High,-2.1408
3,JS,High,-2.3316
3,JS,High,-2.4947
3,JS,High,-1.8715
3,JS,High,-2.3668
3,JS,High,-2.1656
3,JS,High,-2.2251
4,AB,High,-1.4631
4,AB,High,-1.4397
4,AB,High,-1.4073
4,AB,High,-1.5183
4,AB,High,-1.5426
4,AB,High,-1.5469
4,AB,High,-1.6138
4,AB,High,-1.4081
4,AB,High,-1.466
4,AB,High,-1.4352
4,EP,High,-1.9732
4,EP,High,-1.8455
4,EP,High,-2.2658
4,EP,High,-3.9914
4,EP,High,-3.053
4,EP,High,-2.7542
4,EP,High,-2.2468
4,EP,High,-4.5354
4,EP,High,-3.2312
4,EP,High,-2.4109
4,TS,High,-3.4802
4,TS,High,-2.0389
4,TS,High,-3.4909
4,TS,High,-2.7114
4,TS,High,-2.6567
4,TS,High,-2.2321
4,TS,High,-2.5001
4,TS,High,-2.4762
4,TS,High,-2.3746
4,TS,High,-1.6418
4,JS,High,-2.4077
4,JS,High,-2.6904
4,JS,High,-2.2557
4,JS,High,-2.2608
4,JS,High,-3.105
4,JS,High,-1.9355
4,JS,High,-2.5439
4,JS,High,-2.1473
4,JS,High,-2.8277
4,JS,High,-2.1308
5,AB,High,-1.3954
5,AB,High,-1.3995
5,AB,High,-1.4775
5,AB,High,-1.4087
5,AB,High,-1.4603
5,AB,High,-1.4683
5,AB,High,-1.3975
5,AB,High,-1.4344
5,AB,High,-1.4288
5,AB,High,-1.4889
5,EP,High,-2.0652
5,EP,High,-2.4124
5,EP,High,-1.4362
5,EP,High,-1.4718
5,EP,High,-2.345
5,EP,High,-1.6269
5,EP,High,-1.5149
5,EP,High,-1.7823
5,EP,High,-2.5667
5,EP,High,-1.6113
5,TS,High,-4.0764
5,TS,High,-1.6335
5,TS,High,-1.5127
5,TS,High,-2.0673
5,TS,High,-1.4564
5,TS,High,-1.8211
5,TS,High,-1.4128
5,TS,High,-1.9003
5,TS,High,-1.5581
5,TS,High,-1.4738
5,JS,High,-2.2049
5,JS,High,-2.3456
5,JS,High,-1.8314
5,JS,High,-1.5943
5,JS,High,-2.368
5,JS,High,-1.7952
5,JS,High,-1.7984
5,JS,High,-2.1765
5,JS,High,-1.7245
5,JS,High,-2.8985
6,AB,High,-1.4617
6,AB,High,-1.4837
6,AB,High,-1.4551
6,AB,High,-1.3898
6,AB,High,-1.3974
6,AB,High,-1.3922
6,AB,High,-1.4668
6,AB,High,-1.4557
6,AB,High,-1.4218
6,AB,High,-1.3988
6,EP,High,-1.5672
6,EP,High,-2.3064
6,EP,High,-1.595
6,EP,High,-1.7519
6,EP,High,-1.681
6,EP,High,-1.7994
6,EP,High,-1.662
6,EP,High,-1.507
6,EP,High,-1.654
6,EP,High,-2.3413
6,TS,High,-1.6593
6,TS,High,-2.1022
6,TS,High,-1.5116
6,TS,High,-1.7861
6,TS,High,-1.8687
6,TS,High,-1.6733
6,TS,High,-1.5318
6,TS,High,-1.7505
6,TS,High,-1.472
6,TS,High,-1.4703
6,JS,High,-1.6802
6,JS,High,-1.6267
6,JS,High,-1.5528
6,JS,High,-1.5628
6,JS,High,-2.4768
6,JS,High,-2.428
6,JS,High,-2.0822
6,JS,High,-2.0603
6,JS,High,-1.6871
6,JS,High,-2.2453
7,AB,High,-1.5132
7,AB,High,-1.4498
7,AB,High,-1.7
7,AB,High,-1.4587
7,AB,High,-1.5052
7,AB,High,-1.4834
7,AB,High,-1.5012
7,AB,High,-1.3945
7,AB,High,-1.5068
7,AB,High,-1.4066
7,EP,High,-1.4719
7,EP,High,-1.4457
7,EP,High,-1.6052
7,EP,High,-1.4559
7,EP,High,-1.5421
7,EP,High,-1.7922
7,EP,High,-1.7321
7,EP,High,-1.5364
7,EP,High,-1.4454
7,EP,High,-1.5227
7,TS,High,-2.6936
7,TS,High,-1.7623
7,TS,High,-1.7696
7,TS,High,-2.1029
7,TS,High,-2.3791
7,TS,High,-2.2763
7,TS,High,-2.2505
7,TS,High,-2.1933
7,TS,High,-2.457
7,TS,High,-1.7315
7,JS,High,-1.7699
7,JS,High,-1.5187
7,JS,High,-1.5176
7,JS,High,-1.7655
7,JS,High,-1.6768
7,JS,High,-1.9324
7,JS,High,-1.4937
7,JS,High,-1.6583
7,JS,High,-1.5957
7,JS,High,-1.5398
8,AB,High,-1.5767
8,AB,High,-1.6555
8,AB,High,-1.6175
8,AB,High,-1.4159
8,AB,High,-1.6509
8,AB,High,-1.6784
8,AB,High,-1.5056
8,AB,High,-1.6976
8,AB,High,-1.5434
8,AB,High,-1.5166
8,EP,High,-1.8772
8,EP,High,-2.0484
8,EP,High,-2.417
8,EP,High,-2.0621
8,EP,High,-3.3919
8,EP,High,-1.7277
8,EP,High,-1.5274
8,EP,High,-3.1584
8,EP,High,-1.7454
8,EP,High,-1.8471
8,TS,High,-1.4988
8,TS,High,-2.2432
8,TS,High,-2.0346
8,TS,High,-1.6744
8,TS,High,-2.5653
8,TS,High,-1.8809
8,TS,High,-1.7413
8,TS,High,-1.6742
8,TS,High,-1.9094
8,TS,High,-2.2915
8,JS,High,-1.6886
8,JS,High,-1.9731
8,JS,High,-3.4379
8,JS,High,-2.2101
8,JS,High,-1.9124
8,JS,High,-2.181
8,JS,High,-1.8116
8,JS,High,-2.4362
8,JS,High,-1.9394
8,JS,High,-2.254
9,AB,High,-1.4306
9,AB,High,-1.5576
9,AB,High,-1.4668
9,AB,High,-1.4618
9,AB,High,-1.4821
9,AB,High,-1.4576
9,AB,High,-1.4728
9,AB,High,-1.4254
9,AB,High,-1.4829
9,AB,High,-1.4728
9,EP,High,-4.4848
9,EP,High,-2.6702
9,EP,High,-2.0986
9,EP,High,-1.9587
9,EP,High,-3.1578
9,EP,High,-2.3031
9,EP,High,-1.9377
9,EP,High,-3.7591
9,EP,High,-1.9072
9,EP,High,-3.137
9,TS,High,-1.7363
9,TS,High,-1.8793
9,TS,High,-1.5997
9,TS,High,-1.681
9,TS,High,-1.5133
9,TS,High,-1.5819
9,TS,High,-1.7014
9,TS,High,-1.585
9,TS,High,-1.9704
9,TS,High,-2.1871
9,JS,High,-1.6948
9,JS,High,-1.6731
9,JS,High,-2.5126
9,JS,High,-3.586
9,JS,High,-1.714
9,JS,High,-2.0416
9,JS,High,-1.7429
9,JS,High,-1.6833
9,JS,High,-2.105
9,JS,High,-2.1883
10,AB,High,-1.7322
10,AB,High,-1.4025
10,AB,High,-1.4744
10,AB,High,-1.5113
10,AB,High,-1.4694
10,AB,High,-1.6014
10,AB,High,-1.4847
10,AB,High,-1.8613
10,AB,High,-1.5006
10,AB,High,-1.4254
10,EP,High,-4.1393
10,EP,High,-4.1762
10,EP,High,-3.6485
10,EP,High,-1.9369
10,EP,High,-1.5953
10,EP,High,-1.7762
10,EP,High,-1.8989
10,EP,High,-1.5799
10,EP,High,-1.52
10,EP,High,-1.7222
10,TS,High,-2.3317
10,TS,High,-2.2788
10,TS,High,-3.178
10,TS,High,-2.797
10,TS,High,-3.4662
10,TS,High,-1.9425
10,TS,High,-2.7089
10,TS,High,-2.606
10,TS,High,-1.9949
10,TS,High,-2.8074
10,JS,High,-1.8486
10,JS,High,-1.5766
10,JS,High,-2.9512
10,JS,High,-2.1093
10,JS,High,-1.9211
10,JS,High,-1.7961
10,JS,High,-2.7986
10,JS,High,-2.0716
10,JS,High,-2.4158
10,JS,High,-1.6078
11,AB,High,-1.5556
11,AB,High,-1.4228
11,AB,High,-1.4788
11,AB,High,-1.3998
11,AB,High,-1.3989
11,AB,High,-1.4348
11,AB,High,-1.4024
11,AB,High,-1.6592
11,AB,High,-1.3982
11,AB,High,-1.4032
11,EP,High,-1.879
11,EP,High,-1.6443
11,EP,High,-1.7436
11,EP,High,-2.2331
11,EP,High,-2.0012
11,EP,High,-2.9116
11,EP,High,-3.07
11,EP,High,-2.548
11,EP,High,-2.2744
11,EP,High,-1.7852
11,TS,High,-1.6859
11,TS,High,-1.5249
11,TS,High,-1.5866
11,TS,High,-1.5357
11,TS,High,-1.7346
11,TS,High,-1.5555
11,TS,High,-1.5841
11,TS,High,-1.472
11,TS,High,-1.439
11,TS,High,-1.4947
11,JS,High,-2.1641
11,JS,High,-1.721
11,JS,High,-2.173
11,JS,High,-1.6128
11,JS,High,-1.5376
11,JS,High,-1.7159
11,JS,High,-1.8194
11,JS,High,-1.5528
11,JS,High,-1.587
11,JS,High,-2.4299
12,AB,High,-1.5835
12,AB,High,-1.4401
12,AB,High,-1.5917
12,AB,High,-1.5383
12,AB,High,-1.5415
12,AB,High,-1.4145
12,AB,High,-1.626
12,AB,High,-1.5624
12,AB,High,-1.5729
12,AB,High,-1.5072
12,EP,High,-1.575
12,EP,High,-1.611
12,EP,High,-1.8726
12,EP,High,-1.7517
12,EP,High,-1.5467
12,EP,High,-1.658
12,EP,High,-1.74
12,EP,High,-1.8084
12,EP,High,-2.2258
12,EP,High,-1.615
12,TS,High,-1.7667
12,TS,High,-1.6827
12,TS,High,-1.5781
12,TS,High,-1.9446
12,TS,High,-2.3454
12,TS,High,-1.6636
12,TS,High,-1.7898
12,TS,High,-1.6183
12,TS,High,-4.35
12,TS,High,-1.9278
12,JS,High,-2.4101
12,JS,High,-1.5638
12,JS,High,-1.403
12,JS,High,-1.4467
12,JS,High,-1.7376
12,JS,High,-1.6199
12,JS,High,-1.4539
12,JS,High,-1.5005
12,JS,High,-2.4343
12,JS,High,-1.403
13,AB,High,-1.4994
13,AB,High,-1.4547
13,AB,High,-1.4863
13,AB,High,-1.5143
13,AB,High,-1.5392
13,AB,High,-1.5135
13,AB,High,-1.5031
13,AB,High,-1.4747
13,AB,High,-1.4677
13,AB,High,-1.469
13,EP,High,-1.4341
13,EP,High,-1.4766
13,EP,High,-1.49
13,EP,High,-1.4704
13,EP,High,-2.4045
13,EP,High,-1.5086
13,EP,High,-1.554
13,EP,High,-1.5073
13,EP,High,-1.4951
13,EP,High,-1.6584
13,TS,High,-4.0976
13,TS,High,-1.655
13,TS,High,-1.7848
13,TS,High,-2.0048
13,TS,High,-1.9251
13,TS,High,-2.0574
13,TS,High,-1.7523
13,TS,High,-2.013
13,TS,High,-2.2266
13,TS,High,-1.8459
13,JS,High,-1.8468
13,JS,High,-1.5756
13,JS,High,-1.5092
13,JS,High,-1.5673
13,JS,High,-1.7332
13,JS,High,-1.6117
13,JS,High,-1.7378
13,JS,High,-1.5667
13,JS,High,-1.6116
13,JS,High,-1.6757
14,AB,High,-1.4113
14,AB,High,-1.7441
14,AB,High,-1.3957
14,AB,High,-1.4009
14,AB,High,-1.8096
14,AB,High,-1.5887
14,AB,High,-1.3977
14,AB,High,-1.443
14,AB,High,-1.4049
14,AB,High,-1.3928
14,EP,High,-1.8574
14,EP,High,-1.5886
14,EP,High,-2.1104
14,EP,High,-1.478
14,EP,High,-1.4397
14,EP,High,-1.6364
14,EP,High,-1.5331
14,EP,High,-2.3698
14,EP,High,-1.9663
14,EP,High,-2.8648
14,TS,High,-1.5306
14,TS,High,-2.0658
14,TS,High,-2.7828
14,TS,High,-3.4081
14,TS,High,-1.9885
14,TS,High,-1.4844
14,TS,High,-1.7218
14,TS,High,-1.5808
14,TS,High,-1.5446
14,TS,High,-1.6112
14,JS,High,-1.4613
14,JS,High,-1.4143
14,JS,High,-1.5101
14,JS,High,-1.6683
14,JS,High,-1.4419
14,JS,High,-1.5494
14,JS,High,-1.4192
14,JS,High,-1.4234
14,JS,High,-1.4061
14,JS,High,-1.4633
15,AB,High,-1.4677
15,AB,High,-1.5542
15,AB,High,-1.4023
15,AB,High,-1.3982
15,AB,High,-1.4594
15,AB,High,-1.4956
15,AB,High,-1.3985
15,AB,High,-1.5107
15,AB,High,-1.4613
15,AB,High,-1.4491
15,EP,High,-2.3932
15,EP,High,-1.6401
15,EP,High,-1.8477
15,EP,High,-2.1148
15,EP,High,-1.8708
15,EP,High,-1.8327
15,EP,High,-1.906
15,EP,High,-1.7728
15,EP,High,-1.641
15,EP,High,-2.2678
15,TS,High,-1.7801
15,TS,High,-1.4754
15,TS,High,-2.0926
15,TS,High,-1.8419
15,TS,High,-1.8677
15,TS,High,-1.7551
15,TS,High,-1.8694
15,TS,High,-1.7142
15,TS,High,-1.8224
15,TS,High,-2.0302
15,JS,High,-1.6038
15,JS,High,-1.7138
15,JS,High,-1.8127
15,JS,High,-1.5154
15,JS,High,-1.6341
15,JS,High,-2.0208
15,JS,High,-1.5236
15,JS,High,-1.6476
15,JS,High,-1.5473
15,JS,High,-1.6282
